name	biotoolsID	fulltext	file_path
OmicNavigator	omicnavigator	PMC11040775	fulltexts/PMC11040775.xml
PermuteDDS	permutedds	PMC11017561	fulltexts/PMC11017561.xml
iVistoSeg	ivistoseg	PMC10951916	fulltexts/PMC10951916.xml
PCAO2	pcao2	PMC10982949	fulltexts/PMC10982949.xml
scAnnoX	scannox	PMC10981883	fulltexts/PMC10981883.xml
CovEpiAb	covepiab	PMC11036340	fulltexts/PMC11036340.xml
SynDesign	syndesign	PMC11223855	fulltexts/PMC11223855.xml
BayesKAT	bayeskat	PMC11036342	fulltexts/PMC11036342.xml
AagingBase	aagingbase	PMC10930205	fulltexts/PMC10930205.xml
shu	shu	PMC10957514	fulltexts/PMC10957514.xml
PIFiA	pifia	PMC11066028	fulltexts/PMC11066028.xml
Spaco	spaco	PMC10935509	fulltexts/PMC10935509.xml
vizAPA	vizapa	PMC10950478	fulltexts/PMC10950478.xml
CLAUDIO	claudio	PMC10994719	fulltexts/PMC10994719.xml
Mottle	mottle	PMC10956839	fulltexts/PMC10956839.xml
LocoGSE	locogse	PMC10972871	fulltexts/PMC10972871.xml
DiGAlign	digalign	PMC10982109	fulltexts/PMC10982109.xml
MHCpLogics	mhcplogics	PMC10940831	fulltexts/PMC10940831.xml
shinyMBA	shinymba	PMC10978933	fulltexts/PMC10978933.xml
PMAT	pmat_mit	PMC10925850	fulltexts/PMC10925850.xml
RepairNatrix	repairnatrix	PMC10941317	fulltexts/PMC10941317.xml
FoPGDB	fopgdb	PMC10972551	fulltexts/PMC10972551.xml
OntoloViz	ontoloviz	PMC10941809	fulltexts/PMC10941809.xml
PCGIMA	pcgima	PMC10965558	fulltexts/PMC10965558.xml
ChimericFragments	chimericfragments	PMC11023125	fulltexts/PMC11023125.xml
Rummagene	rummagene	PMC11032387	fulltexts/PMC11032387.xml
TPMA	tpma	PMC11008887	fulltexts/PMC11008887.xml
SUMA	suma	PMC11045205	fulltexts/PMC11045205.xml
Vector-clustering Multiple Sequence Alignment	vcmsa	PMC10538487	fulltexts/PMC10538487.xml
Zoish	zoish	PMC10764073	fulltexts/PMC10764073.xml
SperMD	spermd	PMC10792849	fulltexts/PMC10792849.xml
FEVER	fever	PMC11223851	fulltexts/PMC11223851.xml
shinyExprPortal	shinyexprportal	PMC11021805	fulltexts/PMC11021805.xml
LAP	lap	PMC10957075	fulltexts/PMC10957075.xml
DDK-Linker	ddk_linker	PMC10959161	fulltexts/PMC10959161.xml
PyCoM	pycom	PMC11009027	fulltexts/PMC11009027.xml
RCoV19	rcov19	PMC10928372	fulltexts/PMC10928372.xml
pyaging	pyaging	PMC11058068	fulltexts/PMC11058068.xml
Bento	bento_py	PMC11289963	fulltexts/PMC11289963.xml
scTensor	sctensor	PMC10631077	fulltexts/PMC10631077.xml
hybrid-DIA	hybrid-dia	PMC10276052	fulltexts/PMC10276052.xml
MetaPathPredict	metapathpredict	PMC11065424	fulltexts/PMC11065424.xml
FoldDesign	folddesign	PMC9942881	fulltexts/PMC9942881.xml
GeneVector	genevector	PMC10359421	fulltexts/PMC10359421.xml
DEGRONOPEDIA	degronopedia	PMC11223883	fulltexts/PMC11223883.xml
Centrifuger	centrifuger	PMC11046777	fulltexts/PMC11046777.xml
EmbedPVP	embedpvp	PMC11132820	fulltexts/PMC11132820.xml
SpatialCells	spatialcells	PMC11066940	fulltexts/PMC11066940.xml
Snapper	snapper	PMC10689673	fulltexts/PMC10689673.xml
PAST	bio-past	PMC10691543	fulltexts/PMC10691543.xml
PAST	past	PMC10691543	fulltexts/PMC10691543.xml
INSIDER	insider	PMC10965063	fulltexts/PMC10965063.xml
PyCoMo	pycomo	PMC10990682	fulltexts/PMC10990682.xml
Enhancer-MDLF	enhancer_mdlf	PMC10938904	fulltexts/PMC10938904.xml
trans-PCO	trans-pco	PMC11019359	fulltexts/PMC11019359.xml
m6A-TCPred	m6a_tcpred	PMC10962094	fulltexts/PMC10962094.xml
shaPRS	shaprs	PMC11179256	fulltexts/PMC11179256.xml
DELVE	delve	PMC10980758	fulltexts/PMC10980758.xml
PHARE	phare	PMC11062946	fulltexts/PMC11062946.xml
admix-kit	admix_kit	PMC10980565	fulltexts/PMC10980565.xml
AStruct	astruct	PMC11264973	fulltexts/PMC11264973.xml
voyAGEr	voyager	PMC10977969	fulltexts/PMC10977969.xml
gbdmr	gbdmr	PMC10916021	fulltexts/PMC10916021.xml
PAPipe	papipe	PMC10919927	fulltexts/PMC10919927.xml
sashimi.py	sashimi.py	PMC10503704	fulltexts/PMC10503704.xml
Skipper	skipper	PMC10300551	fulltexts/PMC10300551.xml
scifAI	scifai	PMC10689847	fulltexts/PMC10689847.xml
TACCO	tacco	PMC10513360	fulltexts/PMC10513360.xml
OralExplorer	oralexplorer	PMC10943789	fulltexts/PMC10943789.xml
MdrDB	mdrdb	PMC10267113	fulltexts/PMC10267113.xml
TCMNPAS	tcmnpas	PMC10958928	fulltexts/PMC10958928.xml
GRETA	greta	PMC10284671	fulltexts/PMC10284671.xml
FRETpredict	fretpredict	PMC10925062	fulltexts/PMC10925062.xml
MetaTiME	metatime	PMC10164163	fulltexts/PMC10164163.xml
MetaCerberus	metacerberus	PMC10955254	fulltexts/PMC10955254.xml
SUPREME	supreme	PMC10481254	fulltexts/PMC10481254.xml
tRigon	trigon	PMC10916305	fulltexts/PMC10916305.xml
MASSef	massef	PMC11070925	fulltexts/PMC11070925.xml
TREE-QMC	tree-qmc	PMC10538498	fulltexts/PMC10538498.xml
SAN	san	PMC11075170	fulltexts/PMC11075170.xml
scPrisma	scprisma	PMC10635821	fulltexts/PMC10635821.xml
tinyRNA	tinyrna	PMC10243934	fulltexts/PMC10243934.xml
rNMPID	rnmpid	PMC11088741	fulltexts/PMC11088741.xml
scDREAMER	scdreamer	PMC10682386	fulltexts/PMC10682386.xml
kmerDB	kmerdb	PMC11070822	fulltexts/PMC11070822.xml
cooltools	cooltools	PMC11098495	fulltexts/PMC11098495.xml
MatchMiner	matchminer_c	PMC9537311	fulltexts/PMC9537311.xml
MatchMiner	matchminer	PMC9537311	fulltexts/PMC9537311.xml
prolfqua	prolfqua	PMC10088014	fulltexts/PMC10088014.xml
MoTrPAC	motrpac	PMC11063075	fulltexts/PMC11063075.xml
BiWFA	biwfa	PMC9940620	fulltexts/PMC9940620.xml
NEUROeSTIMator	neuroestimator	PMC10817898	fulltexts/PMC10817898.xml
RiceProteomeDB RPDB	riceproteomedb_rpdb	PMC10864295	fulltexts/PMC10864295.xml
GBScleanR	gbscleanr	PMC10213493	fulltexts/PMC10213493.xml
HAIviz	haiviz	PMC10926687	fulltexts/PMC10926687.xml
ProKinO	prokino	PMC10704995	fulltexts/PMC10704995.xml
Rascore	rascore2	PMC9256797	fulltexts/PMC9256797.xml
MTPpilot	mtppilot	PMC9470140	fulltexts/PMC9470140.xml
TrieDedup	triededup	PMC11025179	fulltexts/PMC11025179.xml
CytoPipeline	cytopipeline	PMC10877884	fulltexts/PMC10877884.xml
PhyloAcc-C	phyloacc-c	PMC11078400	fulltexts/PMC11078400.xml
MIC-SQTL	mic-sqtl	PMC11043077	fulltexts/PMC11043077.xml
cubeVB	cubevb	PMC11064865	fulltexts/PMC11064865.xml
virsorter	virsorter	PMC7852108	fulltexts/PMC7852108.xml
CLAW	claw	PMC10883564	fulltexts/PMC10883564.xml
PGD	pgd_fr	PMC10851451	fulltexts/PMC10851451.xml
MarkerScan	markerscan	PMC11016177	fulltexts/PMC11016177.xml
scRANK	scrank	PMC11060557	fulltexts/PMC11060557.xml
NanoLAS	nanolas	PMC10833066	fulltexts/PMC10833066.xml
EvoAug-TF	evoaug_tf	PMC10918628	fulltexts/PMC10918628.xml
PlantFUNCO	plantfunco	PMC10917205	fulltexts/PMC10917205.xml
DataColor	datacolor	PMC10852383	fulltexts/PMC10852383.xml
RAMZIS	ramzis	PMC10879752	fulltexts/PMC10879752.xml
MolStar	molstar	PMC8262734	fulltexts/PMC8262734.xml
plantRNA	plantrna	PMC3531208	fulltexts/PMC3531208.xml
BUSCO	busco	PMC5850278	fulltexts/PMC5850278.xml
BUSCO	busco	PMC8476166	fulltexts/PMC8476166.xml
AlphaFind	alphafind	PMC11223785	fulltexts/PMC11223785.xml
PMechDB	pmechdb	PMC10966657	fulltexts/PMC10966657.xml
COSAP	cosap	PMC10967217	fulltexts/PMC10967217.xml
mzion	mzion	PMC10148867	fulltexts/PMC10148867.xml
PyMut	pymut	PMC5793831	fulltexts/PMC5793831.xml
Integron Finder	integron_finder	PMC4889954	fulltexts/PMC4889954.xml
Integron Finder	integron_finder	PMC8876359	fulltexts/PMC8876359.xml
Snowflake	snowflake	PMC10875061	fulltexts/PMC10875061.xml
AGImpute	agimpute	PMC10877090	fulltexts/PMC10877090.xml
ARGprofiler	argprofiler	PMC10918635	fulltexts/PMC10918635.xml
MAGPIE	magpie_met	PMC10890765	fulltexts/PMC10890765.xml
MAGPIE	magpie_gen	PMC10890765	fulltexts/PMC10890765.xml
MAGPIE	magpie	PMC10890765	fulltexts/PMC10890765.xml
BISCUIT	biscuit	PMC11014253	fulltexts/PMC11014253.xml
ACE	ace_elispot	PMC10768796	fulltexts/PMC10768796.xml
ACE	ace_insect	PMC10768796	fulltexts/PMC10768796.xml
ACE	ace	PMC10768796	fulltexts/PMC10768796.xml
MINNO	minno	PMC10902815	fulltexts/PMC10902815.xml
NanoDeep	nanodeep	PMC10772945	fulltexts/PMC10772945.xml
KinCytE	kincyte	PMC10945549	fulltexts/PMC10945549.xml
DandD	dandd	PMC10867639	fulltexts/PMC10867639.xml
ABDpred	abdpred	PMC10954100	fulltexts/PMC10954100.xml
sRNAfrag	srnafrag	PMC10796253	fulltexts/PMC10796253.xml
IDSL_MINT	idsl_mint	PMC10797927	fulltexts/PMC10797927.xml
MAGPIE	magpie_met	PMC10773112	fulltexts/PMC10773112.xml
MAGPIE	magpie_gen	PMC10773112	fulltexts/PMC10773112.xml
MAGPIE	magpie	PMC10773112	fulltexts/PMC10773112.xml
DeePhys	deephys	PMC10874850	fulltexts/PMC10874850.xml
BIDCell	bidcell	PMC10787788	fulltexts/PMC10787788.xml
GeNLP	genlp	PMC10868303	fulltexts/PMC10868303.xml
pyHiM	pyhim	PMC10863255	fulltexts/PMC10863255.xml
rworkflows	rworkflows	PMC10761765	fulltexts/PMC10761765.xml
PERSEUS	perseus_spec	PMC10898331	fulltexts/PMC10898331.xml
shinyDeepDR	shinydeepdr	PMC10873157	fulltexts/PMC10873157.xml
Privateer	privateer	PMC10836424	fulltexts/PMC10836424.xml
eccDNA-pipe	eccdna_pipe	PMC10862650	fulltexts/PMC10862650.xml
Bd-RPC	bd_rpc	PMC10868571	fulltexts/PMC10868571.xml
RNAthreader	rnathreader	PMC10893584	fulltexts/PMC10893584.xml
PM-CNN	pm_cnn	PMC10873578	fulltexts/PMC10873578.xml
cloudrnaSPAdes	cloudrnaspades	PMC10868327	fulltexts/PMC10868327.xml
LAVASET	lavaset	PMC11212485	fulltexts/PMC11212485.xml
MSCAN	mscan	PMC10795237	fulltexts/PMC10795237.xml
SAND	sand	PMC10896553	fulltexts/PMC10896553.xml
KNeXT	knext	PMC10896898	fulltexts/PMC10896898.xml
RT-Transformer	rt_transformer	PMC10914443	fulltexts/PMC10914443.xml
CEMIG	cemig	PMC10772951	fulltexts/PMC10772951.xml
PREDAC-CNN	predac_cnn	PMC10859661	fulltexts/PMC10859661.xml
SEPDB	sepdb	PMC11184446	fulltexts/PMC11184446.xml
ElemeNT 2023	element_2023	PMC10950481	fulltexts/PMC10950481.xml
CDBProm	cdbprom	PMC10880602	fulltexts/PMC10880602.xml
Torch-eCpG	torch_ecpg	PMC10867984	fulltexts/PMC10867984.xml
123VCF	123vcf	PMC10865685	fulltexts/PMC10865685.xml
kled	kled	PMC10883419	fulltexts/PMC10883419.xml
SNVstory	snvstory	PMC10877842	fulltexts/PMC10877842.xml
HIVseqDB	hivseqdb	PMC10834361	fulltexts/PMC10834361.xml
dbCRAF	dbcraf	PMC10894039	fulltexts/PMC10894039.xml
ChemMORT	chemmort	PMC10883642	fulltexts/PMC10883642.xml
CTISL	ctisl	PMC10873586	fulltexts/PMC10873586.xml
MRMPro	mrmpro	PMC10848457	fulltexts/PMC10848457.xml
Crop-GPA	crop_gpa	PMC10861494	fulltexts/PMC10861494.xml
TreeViewer	treeviewer	PMC10834882	fulltexts/PMC10834882.xml
T4SEpp	t4sepp	PMC10847861	fulltexts/PMC10847861.xml
Pycallingcards	pycallingcards	PMC10881108	fulltexts/PMC10881108.xml
POSEIDON	poseidon_pep	PMC10874016	fulltexts/PMC10874016.xml
MetaLo	metalo	PMC11293895	fulltexts/PMC11293895.xml
PipeVal	pipeval	PMC10893582	fulltexts/PMC10893582.xml
imputomics	imputomics	PMC10918629	fulltexts/PMC10918629.xml
Augusta	augusta	PMC10837063	fulltexts/PMC10837063.xml
Deep-WET	deep_wet	PMC10844231	fulltexts/PMC10844231.xml
CRISPR-TE	crispr_te	PMC10832116	fulltexts/PMC10832116.xml
TPE-OLD	tpe-old	PMC11044432	fulltexts/PMC11044432.xml
IBDIRP	ibdirp	PMC10791110	fulltexts/PMC10791110.xml
LUSTR	lustr	PMC10811831	fulltexts/PMC10811831.xml
scQA	scqa	PMC10791572	fulltexts/PMC10791572.xml
CircSI-SSL	circsi-ssl	PMC10789309	fulltexts/PMC10789309.xml
SeedMatchR	seedmatchr	PMC10799297	fulltexts/PMC10799297.xml
DisoFLAG	disoflag	PMC10762911	fulltexts/PMC10762911.xml
CLOUDe	cloude	PMC10812876	fulltexts/PMC10812876.xml
EvORanker	evoranker	PMC10765705	fulltexts/PMC10765705.xml
DIAgui	diagui	PMC10799745	fulltexts/PMC10799745.xml
CircNetVis	circnetvis	PMC10795305	fulltexts/PMC10795305.xml
SerotoninAI	serotoninai	PMC11005036	fulltexts/PMC11005036.xml
HiPhase	hiphase	PMC10868326	fulltexts/PMC10868326.xml
GlyComb	glycomb	PMC10850976	fulltexts/PMC10850976.xml
nanostring	nanostring	PMC10805338	fulltexts/PMC10805338.xml
BiG-SCAPE	BiG-SCAPE	PMC6917865	fulltexts/PMC6917865.xml
MView (EBI)	mview_ebi	PMC11223882	fulltexts/PMC11223882.xml
MView (EBI)	mview_ebi	PMC9252731	fulltexts/PMC9252731.xml
seqret (EBI)	seqret-ebi	PMC11223882	fulltexts/PMC11223882.xml
seqret (EBI)	seqret-ebi	PMC9252731	fulltexts/PMC9252731.xml
Infernal cmscan (EBI)	infernal_cmscan	PMC3810854	fulltexts/PMC3810854.xml
Infernal cmscan (EBI)	infernal_cmscan	PMC11223882	fulltexts/PMC11223882.xml
Infernal cmscan (EBI)	infernal_cmscan	PMC9252731	fulltexts/PMC9252731.xml
SeqCksum (EBI)	seqcksum	PMC11223882	fulltexts/PMC11223882.xml
SeqCksum (EBI)	seqcksum	PMC9252731	fulltexts/PMC9252731.xml
RADAR (EBI)	radar	PMC11223882	fulltexts/PMC11223882.xml
RADAR (EBI)	radar	PMC9252731	fulltexts/PMC9252731.xml
Pratt (EBI)	pratt	PMC11223882	fulltexts/PMC11223882.xml
Pratt (EBI)	pratt	PMC9252731	fulltexts/PMC9252731.xml
HMMER hmmscan (EBI)	hmmer_hmmscan_ebi	PMC3125773	fulltexts/PMC3125773.xml
HMMER hmmscan (EBI)	hmmer_hmmscan_ebi	PMC11223882	fulltexts/PMC11223882.xml
HMMER hmmscan (EBI)	hmmer_hmmscan_ebi	PMC9252731	fulltexts/PMC9252731.xml
HMMER phmmer (EBI)	hmmer_phmmer_ebi	PMC3125773	fulltexts/PMC3125773.xml
HMMER phmmer (EBI)	hmmer_phmmer_ebi	PMC11223882	fulltexts/PMC11223882.xml
HMMER phmmer (EBI)	hmmer_phmmer_ebi	PMC9252731	fulltexts/PMC9252731.xml
PfamScan (EBI)	pfamscan_ebi	PMC2025603	fulltexts/PMC2025603.xml
PfamScan (EBI)	pfamscan_ebi	PMC11223882	fulltexts/PMC11223882.xml
PfamScan (EBI)	pfamscan_ebi	PMC9252731	fulltexts/PMC9252731.xml
Simple Phylogeny (EBI)	simple_phylogeny_ebi	PMC11223882	fulltexts/PMC11223882.xml
Simple Phylogeny (EBI)	simple_phylogeny_ebi	PMC9252731	fulltexts/PMC9252731.xml
polydot (EBI)	polydot_ebi	PMC11223882	fulltexts/PMC11223882.xml
polydot (EBI)	polydot_ebi	PMC9252731	fulltexts/PMC9252731.xml
dottup (EBI)	dottup_ebi	PMC11223882	fulltexts/PMC11223882.xml
dottup (EBI)	dottup_ebi	PMC9252731	fulltexts/PMC9252731.xml
dotpath (EBI)	dotpath_ebi	PMC11223882	fulltexts/PMC11223882.xml
dotpath (EBI)	dotpath_ebi	PMC9252731	fulltexts/PMC9252731.xml
dotmatcher (EBI)	dotmatcher_ebi	PMC11223882	fulltexts/PMC11223882.xml
dotmatcher (EBI)	dotmatcher_ebi	PMC9252731	fulltexts/PMC9252731.xml
isochore (EBI)	isochore-ebi	PMC11223882	fulltexts/PMC11223882.xml
isochore (EBI)	isochore-ebi	PMC9252731	fulltexts/PMC9252731.xml
newcpgreport (EBI)	newcpgreport-ebi	PMC11223882	fulltexts/PMC11223882.xml
newcpgreport (EBI)	newcpgreport-ebi	PMC9252731	fulltexts/PMC9252731.xml
cpgplot (EBI)	cpgplot-ebi	PMC11223882	fulltexts/PMC11223882.xml
cpgplot (EBI)	cpgplot-ebi	PMC9252731	fulltexts/PMC9252731.xml
SAPS (EBI)	saps_ebi	PMC11223882	fulltexts/PMC11223882.xml
SAPS (EBI)	saps_ebi	PMC9252731	fulltexts/PMC9252731.xml
pepwindow (EBI)	pepwindow_ebi	PMC11223882	fulltexts/PMC11223882.xml
pepwindow (EBI)	pepwindow-ebi	PMC11223882	fulltexts/PMC11223882.xml
pepwindow (EBI)	pepwindow_ebi	PMC9252731	fulltexts/PMC9252731.xml
pepwindow (EBI)	pepwindow-ebi	PMC9252731	fulltexts/PMC9252731.xml
pepstats (EBI)	pepstats-ebi	PMC11223882	fulltexts/PMC11223882.xml
pepstats (EBI)	pepstats-ebi	PMC9252731	fulltexts/PMC9252731.xml
